GO,level
GO:0098651,7
GO:0005583,8
GO:0005593,4
GO:1990326,6
GO:0030936,9
GO:0005589,6
GO:0005598,4
GO:0070062,6
GO:0031308,13
GO:0031316,13
GO:1990876,12
GO:1990875,12
GO:0043598,13
GO:0043599,19
GO:0044798,10
GO:0044797,8
GO:0110001,7
GO:0009923,13
GO:0008250,13
GO:1990332,13
GO:0033017,13
GO:0036513,13
GO:0005787,13
GO:0031227,13
GO:0034098,13
GO:0031502,13
GO:0000835,13
GO:0043541,13
GO:0030868,13
GO:0036502,13
GO:0031211,13
GO:0042406,13
GO:0030867,13
GO:0000506,13
GO:1990604,13
GO:0098554,13
GO:0098553,13
GO:0032117,13
GO:0000235,13
GO:0031600,11
GO:0031598,12
GO:0031601,12
GO:0031603,11
GO:0005847,14
GO:0005848,14
GO:0071541,9
GO:0071540,9
GO:1990584,13
GO:0005869,11
GO:0070652,11
GO:0030286,11
GO:0008352,12
GO:0032133,11
GO:0005871,11
GO:0042383,6
GO:0001533,6
GO:0030313,6
GO:0097524,6
GO:0030132,11
GO:0044291,4
GO:0005913,5
GO:0046581,4
GO:0070160,4
GO:0036056,4
GO:0005921,4
GO:0043296,4
GO:0030057,4
GO:0033010,4
GO:0031514,10
GO:0097730,10
GO:0033101,7
GO:0005934,5
GO:0005935,5
GO:1990474,15
GO:1990476,15
GO:1990475,13
GO:0032044,14
GO:0032021,14
GO:0070449,14
GO:0032783,14
GO:0035101,14
GO:0016593,14
GO:0008024,14
GO:0030892,11
GO:0030893,11
GO:0000798,13
GO:0072357,6
GO:1990567,6
GO:0071595,11
GO:0000164,8
GO:0017023,6
GO:0005963,6
GO:0030289,6
GO:0000159,6
GO:0005955,6
GO:0005870,12
GO:0031610,13
GO:0031612,12
GO:0031613,13
GO:0031615,12
GO:0009840,12
GO:0009841,11
GO:0009550,5
GO:0009546,7
GO:0009551,5
GO:0009510,12
GO:0009548,7
GO:0010339,8
GO:0009897,7
GO:0005635,10
GO:0005768,10
GO:0005783,10
GO:1990462,10
GO:0005794,10
GO:0030141,10
GO:0030133,10
GO:0016461,11
GO:0032982,11
GO:0016460,11
GO:0042642,11
GO:0042567,6
GO:0042568,6
GO:0090569,8
GO:0090568,13
GO:1903865,4
GO:0043657,5
GO:0019038,5
GO:0019022,5
GO:0019016,5
GO:0019021,5
GO:0019017,5
GO:0019030,5
GO:0019029,5
GO:0031606,12
GO:0031604,13
GO:0031609,12
GO:0031607,13
GO:0071745,4
GO:0071759,4
GO:0071742,4
GO:0071760,4
GO:0071758,4
GO:0071753,4
GO:0071762,4
GO:0071761,4
GO:0019815,9
GO:0071735,4
GO:0071738,4
GO:0043594,9
GO:0009279,7
GO:0031968,9
GO:0005942,6
GO:0031312,8
GO:0031244,8
GO:0035448,10
GO:0019897,7
GO:0033289,12
GO:0044311,8
GO:0070074,8
GO:0020009,8
GO:0020025,12
GO:0020010,10
GO:0020038,10
GO:0030056,4
GO:0061464,7
GO:0005924,5
GO:0009503,14
GO:0030089,10
GO:0030077,10
GO:0042600,6
GO:0030112,7
GO:0043667,6
GO:0035805,6
GO:0030115,6
GO:0005618,6
GO:0030426,13
GO:0035838,5
GO:0043332,10
GO:0001411,5
GO:0000934,5
GO:0000935,6
GO:0000933,5
GO:0030690,15
GO:0030692,15
GO:0030691,11
GO:0030931,9
GO:0030930,9
GO:1990377,5
GO:0070505,5
GO:0062039,5
GO:0062023,5
GO:0009519,5
GO:0042565,7
GO:0042564,7
GO:0031085,11
GO:0031084,11
GO:0031083,11
GO:0044841,10
GO:0031966,11
GO:0042170,11
GO:0031965,11
GO:0098588,5
GO:0012506,5
GO:0019866,9
GO:0032151,12
GO:0032152,12
GO:0106083,11
GO:0031230,8
GO:0031225,5
GO:0031360,10
GO:0016021,5
GO:0097633,10
GO:0031226,7
GO:0031256,7
GO:0030027,9
GO:0061851,10
GO:1904269,12
GO:0061850,16
GO:0001726,9
GO:0031257,7
GO:0001931,9
GO:0031302,13
GO:0098573,13
GO:0031228,13
GO:0031229,13
GO:0031310,11
GO:0098956,13
GO:0031301,6
GO:0031231,12
GO:0031350,12
GO:1990673,10
GO:0097630,7
GO:0035098,14
GO:0035517,11
GO:0035102,11
GO:0098521,4
GO:0098527,4
GO:0098523,4
GO:0098520,4
GO:0098975,5
GO:0032123,10
GO:0031967,8
GO:0034066,12
GO:1905742,7
GO:0090695,11
GO:0090694,11
GO:0090512,9
GO:1903144,14
GO:0055031,14
GO:0090688,9
GO:0090689,9
GO:0120106,14
GO:0031097,12
GO:0071341,13
GO:0032154,8
GO:1990753,12
GO:0032161,11
GO:0005826,13
GO:0000399,6
GO:0000923,11
GO:0110115,14
GO:0110071,10
GO:0032178,7
GO:0120104,14
GO:1990317,13
GO:0120105,14
GO:0032171,11
GO:0032172,12
GO:0098860,15
GO:0032421,14
GO:0034719,8
GO:0071666,4
GO:1990077,12
GO:0097519,4
GO:0097522,4
GO:0031421,6
GO:0000782,12
GO:1990097,4
GO:0097520,4
GO:0097550,4
GO:0034206,4
GO:0000786,11
GO:0044834,4
GO:0070565,12
GO:0036387,4
GO:0031261,14
GO:0030894,11
GO:0060987,4
GO:1990777,4
GO:0033066,10
GO:0033064,10
GO:0033063,10
GO:0032798,14
GO:0033065,10
GO:0033062,10
GO:0033257,7
GO:0044228,7
GO:0044221,7
GO:0043656,7
GO:0044156,9
GO:0044155,8
GO:0044538,7
GO:0140220,7
GO:0097679,7
GO:0044157,7
GO:0039643,7
GO:0044229,7
GO:0033644,7
GO:0033646,8
GO:0044158,7
GO:0043665,13
GO:0044230,7
GO:0043664,13
GO:0039713,7
GO:0044385,8
GO:0044084,8
GO:0034082,9
GO:0034083,9
GO:0009521,9
GO:0042717,9
GO:0042651,9
GO:0042627,6
GO:0034362,6
GO:0034385,6
GO:0034364,6
GO:0030686,14
GO:0032040,14
GO:0005846,6
GO:0005845,6
GO:0106095,5
GO:1990501,11
GO:0016507,11
GO:0061829,4
GO:0061828,4
GO:0039641,5
GO:0019031,5
GO:0000813,13
GO:0000815,13
GO:1990621,13
GO:0000814,13
GO:0033565,13
GO:1990150,4
GO:1990265,4
GO:0097362,5
GO:0071736,6
GO:0071754,6
GO:0071746,6
GO:0071739,6
GO:0071743,6
GO:0030287,5
GO:0030288,7
GO:0055040,6
GO:0036240,5
GO:0000262,12
GO:0042647,12
GO:0009508,12
GO:0042644,12
GO:0042601,5
GO:0042764,5
GO:0120025,8
GO:0009289,5
GO:0009288,5
GO:0085035,5
GO:0090395,5
GO:0097589,5
GO:0065010,5
GO:0031982,4
GO:0043231,7
GO:0031984,8
GO:0043264,5
GO:0043232,7
GO:1990413,7
GO:0097708,7
GO:0097693,9
GO:0070013,7
GO:1903561,5
GO:0031983,5
GO:1905571,4
GO:0002947,4
GO:0008230,12
GO:1905540,4
GO:1902710,4
GO:0035692,4
GO:1903768,4
GO:1990620,4
GO:0098802,8
GO:1905543,4
GO:0002116,4
GO:0070195,4
GO:0034751,6
GO:1990270,9
GO:0046696,6
GO:0038104,4
GO:0098665,4
GO:0005608,8
GO:0043260,8
GO:0043257,8
GO:0061801,8
GO:0005612,8
GO:0043259,8
GO:0005607,8
GO:1990340,8
GO:0005609,8
GO:0005611,8
GO:0005610,8
GO:0043258,8
GO:1990339,8
GO:0043261,8
GO:0005606,8
GO:1990338,8
GO:0098009,5
GO:0043513,6
GO:0043512,6
GO:0044218,5
GO:0071561,5
GO:0120095,5
GO:1990816,5
GO:0140268,5
GO:0140284,5
GO:0098853,5
GO:0044233,5
GO:0044298,7
GO:0043025,6
GO:1990017,5
GO:0098966,7
GO:0032579,7
GO:1990971,6
GO:0090733,6
GO:0097312,7
GO:0070645,6
GO:0090658,7
GO:0060103,7
GO:1990972,6
GO:0061800,6
GO:0071953,6
GO:0001527,6
GO:0005737,6
GO:0070090,6
GO:0005727,7
GO:0070419,6
GO:0010598,6
GO:0000131,6
GO:0000151,6
GO:0033202,6
GO:0030008,6
GO:0031026,6
GO:0031501,6
GO:1990303,6
GO:0032144,6
GO:1990306,6
GO:1990305,6
GO:0030880,6
GO:0016610,6
GO:0031248,6
GO:0000178,6
GO:0038201,6
GO:0031371,6
GO:0031234,8
GO:0032300,6
GO:1990038,8
GO:0044280,9
GO:0016234,6
GO:0005834,9
GO:0046821,6
GO:0045259,6
GO:0009375,6
GO:0045263,7
GO:0070477,6
GO:0045275,6
GO:0045267,8
GO:0008043,6
GO:0045273,6
GO:0044100,6
GO:0031095,9
GO:0045281,7
GO:0000307,8
GO:0034615,6
GO:0033111,9
GO:1990302,6
GO:0120123,6
GO:0045269,8
GO:0033163,9
GO:0009338,6
GO:0009380,6
GO:0044436,7
GO:1903349,6
GO:1990304,6
GO:0045265,8
GO:0009350,6
GO:0045277,6
GO:0031588,7
GO:0045283,7
GO:0000502,6
GO:0009318,6
GO:0010170,7
GO:0045261,7
GO:0034708,6
GO:0044444,7
GO:0070725,6
GO:0042575,6
GO:0009579,6
GO:0005953,6
GO:0017122,6
GO:0048269,6
GO:0052718,6
GO:1990037,8
GO:0001750,13
GO:1990900,12
GO:0097229,19
GO:0005930,12
GO:0001520,19
GO:0044447,13
GO:0097228,19
GO:0035869,11
GO:0035686,19
GO:0020016,11
GO:0097538,12
GO:0097224,19
GO:0097543,11
GO:0097014,11
GO:0061822,11
GO:0060170,11
GO:0097227,19
GO:0097226,19
GO:0097544,13
GO:0097542,11
GO:0036064,11
GO:1990805,12
GO:0061823,11
GO:0097546,12
GO:0097225,19
GO:0035253,11
GO:0044428,9
GO:0044432,11
GO:0044431,11
GO:0044438,9
GO:0016035,8
GO:0044429,9
GO:0044430,9
GO:0044391,9
GO:0044427,9
GO:0044437,9
GO:0044435,9
GO:0031970,9
GO:0044443,8
GO:0034646,8
GO:0033172,9
GO:0044433,9
GO:0030018,12
GO:0031673,12
GO:0031430,12
GO:0043034,10
GO:0030486,11
GO:0031674,11
GO:0030485,10
GO:0014705,12
GO:0036379,10
GO:0005862,12
GO:0030017,10
GO:0055120,10
GO:0005859,12
GO:0031672,11
GO:0097658,13
GO:1990862,15
GO:0002180,13
GO:0097002,13
GO:0005746,13
GO:0031314,13
GO:0031315,13
GO:0044284,13
GO:0099617,13
GO:0030061,13
GO:0098799,13
GO:0090692,13
GO:0044289,13
GO:0032473,13
GO:0098800,13
GO:0044285,13
GO:0043187,6
GO:1990014,7
GO:0098797,7
GO:0097197,7
GO:0009898,7
GO:0031911,7
GO:0097204,8
GO:0070470,7
GO:0031910,7
GO:0046868,7
GO:0046691,9
GO:0001772,7
GO:0016328,7
GO:0031979,11
GO:0009511,13
GO:0032584,15
GO:0001891,7
GO:0033012,7
GO:0030315,7
GO:0097203,8
GO:1902929,7
GO:0009431,8
GO:0120107,9
GO:0009421,8
GO:0030694,8
GO:0009424,7
GO:0009422,7
GO:0120101,9
GO:0120100,8
GO:0120102,8
GO:0009425,7
GO:0009420,7
GO:0009428,10
GO:0009426,9
GO:0009433,8
GO:0009429,9
GO:0009427,10
GO:0043671,8
GO:0043673,8
GO:1990063,10
GO:0043672,8
GO:0043669,8
GO:0043678,7
GO:0031241,8
GO:0043675,9
GO:0062074,7
GO:0043674,9
GO:0043676,9
GO:0044570,8
GO:0044426,7
GO:0043668,7
GO:0070825,7
GO:0031240,8
GO:0043670,9
GO:0120038,9
GO:0090552,6
GO:0090405,7
GO:0090553,7
GO:1990427,17
GO:0043600,12
GO:0043626,7
GO:0044775,8
GO:0000796,10
GO:0045172,5
GO:0098549,5
GO:0016324,8
GO:0090651,8
GO:0045179,12
GO:0009925,9
GO:0045180,12
GO:0045242,9
GO:0042709,9
GO:0045240,9
GO:0030062,11
GO:0045246,10
GO:0036396,7
GO:0031019,11
GO:0031020,10
GO:0016456,11
GO:0098018,6
GO:0098017,6
GO:0043509,6
GO:0048183,6
GO:0043510,6
GO:0030117,8
GO:0009379,7
GO:0048787,10
GO:0031520,8
GO:0051285,12
GO:0035839,5
GO:0098688,4
GO:0098985,5
GO:0098983,5
GO:1902636,18
GO:0090712,5
GO:1990902,5
GO:0044226,7
GO:0044225,7
GO:1990901,5
GO:0016914,5
GO:0097169,11
GO:0072557,11
GO:0072559,11
GO:0072558,11
GO:0009319,6
GO:0009512,8
GO:0120119,4
GO:0005912,4
GO:0098803,5
GO:0070702,5
GO:0070703,5
GO:0070865,10
GO:0071144,12
GO:0071142,8
GO:0035525,7
GO:0071665,11
GO:0070369,13
GO:0046695,15
GO:0000124,15
GO:0005938,9
GO:0071818,11
GO:0072380,11
GO:0072563,6
GO:0071086,8
GO:0016010,8
GO:1990779,9
GO:0042734,9
GO:0045211,9
GO:0098835,10
GO:0032591,13
GO:0036062,10
GO:0098844,11
GO:0097073,4
GO:0097075,4
GO:0097072,4
GO:0097085,4
GO:0097074,4
GO:0097146,4
GO:0097147,4
GO:0097141,4
GO:0097139,4
GO:0097142,4
GO:0097140,4
GO:0097144,4
GO:0097143,4
GO:0097137,4
GO:0097148,4
GO:0097138,4
GO:0097145,4
GO:0002080,12
GO:0033282,13
GO:0001669,11
GO:1990913,8
GO:0061830,6
GO:0043160,12
GO:0061827,5
GO:0002081,13
GO:0043159,12
GO:0097598,8
GO:0002079,13
GO:0036126,18
GO:0071565,15
GO:1901588,12
GO:0042622,14
GO:0098839,11
GO:0097416,7
GO:0098888,10
GO:0032391,13
GO:0033267,11
GO:0071564,15
GO:0098889,10
GO:0097418,7
GO:0032437,13
GO:0099013,13
GO:0140092,15
GO:0032809,8
GO:0098674,14
GO:0043204,7
GO:0099092,7
GO:0043198,11
GO:0060053,13
GO:0061845,10
GO:1990503,12
GO:0097381,14
GO:0099012,13
GO:0099146,12
GO:0097448,11
GO:0071598,12
GO:0001917,5
GO:0036477,5
GO:0098992,12
GO:0097413,7
GO:0044292,11
GO:0060342,8
GO:0098836,12
GO:0032589,11
GO:0099147,12
GO:0044306,10
GO:0120111,11
GO:0098675,14
GO:0002139,15
GO:0014069,6
GO:0043005,9
GO:0098683,10
GO:0098684,10
GO:0031255,5
GO:0097575,12
GO:0097685,6
GO:0097611,6
GO:0097612,6
GO:0097686,6
GO:0097687,6
GO:0098022,6
GO:0039670,6
GO:0098033,7
GO:0098032,7
GO:0098571,12
GO:0098572,12
GO:0098569,6
GO:0098570,13
GO:0098562,6
GO:0098993,15
GO:0030285,15
GO:0098565,13
GO:0098538,12
GO:0098575,13
GO:0098547,13
GO:0098857,5
GO:1990075,8
GO:0031253,10
GO:0016327,8
GO:0044853,8
GO:0099400,10
GO:0120003,9
GO:0016323,8
GO:0098635,4
GO:0008305,9
GO:0098637,4
GO:0098645,7
GO:0098643,7
GO:0098648,7
GO:0030937,10
GO:0043195,14
GO:0043679,13
GO:0043197,11
GO:0010278,14
GO:0031207,17
GO:0016472,6
GO:0005785,14
GO:0061779,16
GO:0034448,12
GO:1990850,5
GO:0072546,15
GO:0031897,14
GO:0046930,6
GO:0009782,11
GO:0030119,9
GO:0061742,13
GO:1990231,11
GO:0030897,5
GO:0042824,15
GO:0009539,11
GO:0043913,5
GO:0032936,5
GO:0071439,10
GO:0033177,6
GO:0000136,16
GO:0042765,15
GO:0030964,5
GO:0010006,14
GO:0009654,11
GO:0031205,16
GO:0032937,15
GO:0009538,11
GO:0032969,14
GO:0017090,6
GO:1902495,6
GO:0034424,13
GO:0031201,8
GO:0098807,13
GO:0071986,14
GO:0016469,5
GO:1990629,14
GO:0042825,16
GO:0062079,10
GO:0033178,6
GO:0009783,11
GO:0071256,14
GO:0035369,5
GO:0106103,14
GO:0045025,11
GO:0002169,11
GO:0019910,11
GO:0005762,12
GO:0005763,12
GO:0042719,12
GO:0005757,11
GO:0002187,11
GO:0030678,11
GO:0043294,11
GO:0034985,11
GO:0005760,11
GO:0106098,11
GO:0034245,11
GO:0017133,11
GO:0005967,11
GO:0017087,11
GO:0034045,9
GO:0030668,11
GO:0032578,11
GO:0005774,10
GO:0033118,11
GO:0033162,11
GO:0031903,10
GO:0030662,11
GO:0033102,9
GO:0030661,11
GO:0046859,9
GO:0030658,11
GO:0010008,12
GO:0030666,11
GO:0030660,10
GO:0030667,11
GO:0048788,13
GO:0098837,12
GO:0098842,12
GO:0005903,14
GO:0099168,12
GO:0098944,14
GO:0098896,14
GO:0099030,12
GO:0099166,12
GO:0099060,12
GO:0098950,15
GO:0099034,15
GO:0098951,15
GO:0099064,15
GO:0099065,15
GO:0099035,15
GO:0099067,15
GO:0099037,15
GO:0098522,5
GO:0032279,4
GO:0032280,4
GO:0098686,16
GO:0098998,15
GO:0099005,15
GO:0033263,12
GO:0070939,12
GO:0000145,11
GO:0017119,12
GO:0000938,12
GO:0099512,4
GO:0099165,7
GO:0099144,10
GO:0098936,10
GO:0099699,10
GO:0098890,10
GO:0099143,10
GO:0099182,10
GO:0099160,10
GO:0099189,10
GO:0150050,10
GO:0098871,10
GO:0097482,6
GO:0099629,6
GO:0099164,11
GO:0034664,12
GO:0033254,8
GO:0005832,10
GO:0062011,16
GO:1990565,8
GO:0016465,10
GO:0030532,10
GO:1990726,4
GO:0034718,12
GO:0034715,8
GO:0120115,4
GO:1902773,4
GO:0019907,11
GO:0150006,4
GO:1902694,4
GO:0009390,4
GO:1902792,4
GO:0009316,10
GO:1904852,4
GO:1902508,4
GO:0031429,13
GO:0009325,4
GO:0036087,4
GO:0009326,4
GO:0009345,8
GO:1903958,4
GO:0005951,8
GO:0002197,4
GO:0071513,8
GO:0031510,10
GO:0044681,4
GO:0043033,4
GO:0044679,4
GO:0005950,8
GO:0009343,9
GO:0015050,4
GO:0097342,10
GO:0009328,8
GO:1903293,4
GO:1990148,4
GO:1902693,4
GO:1904176,4
GO:1904949,4
GO:0009317,8
GO:0010169,8
GO:1905354,4
GO:0009332,8
GO:0072589,15
GO:1990234,4
GO:0010007,11
GO:0106055,13
GO:0000015,10
GO:1903600,4
GO:1902515,4
GO:1902793,4
GO:1902560,4
GO:0009334,4
GO:1905202,4
GO:1904974,4
GO:1905862,4
GO:0009341,4
GO:0044678,4
GO:0009322,4
GO:0008247,4
GO:1905368,4
GO:1905360,4
GO:1990358,4
GO:1905348,4
GO:0000172,5
GO:1990233,10
GO:1902687,4
GO:0035550,8
GO:0000118,13
GO:0044569,4
GO:1905379,4
GO:0009320,8
GO:0017109,8
GO:0048492,8
GO:0097179,4
GO:0097453,5
GO:1990085,13
GO:1990082,13
GO:1990084,13
GO:1990083,13
GO:1990158,14
GO:1990160,14
GO:1990159,14
GO:1990157,14
GO:0036411,11
GO:1990102,14
GO:0044799,9
GO:1990657,9
GO:0061841,13
GO:0045254,8
GO:0009331,8
GO:0016222,12
GO:0009324,8
GO:1990202,10
GO:0071685,11
GO:0033573,9
GO:0062077,5
GO:0005971,10
GO:0030700,8
GO:0009339,8
GO:0030386,11
GO:0005960,8
GO:0032921,8
GO:1990205,10
GO:0005747,14
GO:1990201,10
GO:0045251,8
GO:0043020,9
GO:0009321,8
GO:0045272,8
GO:1990329,11
GO:1990330,11
GO:1904564,11
GO:1990250,4
GO:0061852,4
GO:1990350,4
GO:1990531,5
GO:1990429,4
GO:1902556,4
GO:0097196,4
GO:0000109,10
GO:1990612,14
GO:1990562,8
GO:1990587,7
GO:1990588,10
GO:1990686,4
GO:1990685,4
GO:0033620,10
GO:0048500,8
GO:0035770,8
GO:0070761,4
GO:0070993,8
GO:0043614,8
GO:0005681,10
GO:0035068,4
GO:0030684,4
GO:0005732,4
GO:1990124,4
GO:0030677,6
GO:0044207,8
GO:0071254,8
GO:0005697,10
GO:0031332,4
GO:0005844,4
GO:0070992,8
GO:0071204,10
GO:1990572,8
GO:0005840,8
GO:0070912,11
GO:0000112,13
GO:0070522,11
GO:0071942,11
GO:0070913,11
GO:0070312,11
GO:0000111,11
GO:0000110,11
GO:0000113,11
GO:0070822,14
GO:0000812,16
GO:0070211,14
GO:0070823,14
GO:0016581,16
GO:0070210,14
GO:0110129,15
GO:0034967,14
GO:1990483,14
GO:0070824,14
GO:1990353,7
GO:0000152,10
GO:0031461,7
GO:0071797,7
GO:1990352,7
GO:1990452,7
GO:0033503,12
GO:0097505,7
GO:0000153,8
GO:0000177,8
GO:0000176,11
GO:0061673,14
GO:1990574,14
GO:0097131,9
GO:1990860,9
GO:0097134,9
GO:0097127,9
GO:0002944,9
GO:0097122,9
GO:0097129,9
GO:0097132,9
GO:0097128,9
GO:0097130,9
GO:0097126,9
GO:0097124,9
GO:0097133,9
GO:0097121,9
GO:0097123,9
GO:0097125,9
GO:0031387,9
GO:0019908,10
GO:0000308,9
GO:0002945,9
GO:0097135,9
GO:0000312,12
GO:0000311,12
GO:0000144,12
GO:0032174,12
GO:0032177,12
GO:0031597,10
GO:0031595,11
GO:1990111,7
GO:0000778,14
GO:0000783,14
GO:0043769,13
GO:0000788,14
GO:0000787,12
GO:0043505,14
GO:0000799,13
GO:0061814,11
GO:0034990,14
GO:0034991,14
GO:1990389,14
GO:0000837,14
GO:0000836,14
GO:1990295,12
GO:0055033,14
GO:0008274,14
GO:0055032,14
GO:0000937,6
GO:0051077,7
GO:0000936,7
GO:0042729,16
GO:0032587,11
GO:0031259,11
GO:0002140,16
GO:0002141,16
GO:1990325,9
GO:0005592,9
GO:0005588,9
GO:0005584,9
GO:0005585,9
GO:1990323,9
GO:0005586,9
GO:1990319,5
GO:0005595,7
GO:1990320,5
GO:0005596,7
GO:1990318,8
GO:1990321,5
GO:0005597,5
GO:0005594,5
GO:0005591,10
GO:0005599,10
GO:0009277,7
GO:0097570,7
GO:0009274,7
GO:0031160,7
GO:0009505,7
GO:0044195,11
GO:0034992,11
GO:0005641,11
GO:0071010,11
GO:0071020,13
GO:0071023,13
GO:0044530,11
GO:0005684,11
GO:0071014,13
GO:0005689,11
GO:0071011,11
GO:0000333,11
GO:0090661,11
GO:0005729,8
GO:0005728,8
GO:0031428,13
GO:0072588,5
GO:0045495,7
GO:0016528,7
GO:0099568,8
GO:1990917,7
GO:0005751,14
GO:0005750,14
GO:0005749,14
GO:0042653,15
GO:0042652,15
GO:0036019,11
GO:0055037,11
GO:0005769,11
GO:0044352,11
GO:0005770,11
GO:0044440,11
GO:0097443,11
GO:0000306,11
GO:1902500,11
GO:0031164,11
GO:0000421,11
GO:0009705,11
GO:0070772,11
GO:0098852,11
GO:0016471,11
GO:0005790,11
GO:0016529,11
GO:1990007,11
GO:0005791,11
GO:0110086,14
GO:0110085,14
GO:0022626,10
GO:0042788,9
GO:0098745,7
GO:0034519,10
GO:0005863,13
GO:0005873,12
GO:0005872,12
GO:0016938,12
GO:0016939,12
GO:0031526,15
GO:0097025,8
GO:0005916,6
GO:0005914,6
GO:0061831,6
GO:0061832,6
GO:0005915,6
GO:0005922,8
GO:0005926,6
GO:0005928,6
GO:0005927,6
GO:0005925,6
GO:0000142,15
GO:0099738,11
GO:0044448,10
GO:0035032,7
GO:0097652,7
GO:0097651,7
GO:0070692,15
GO:0070691,15
GO:0008231,13
GO:0008232,13
GO:0034998,14
GO:0034999,14
GO:0035000,14
GO:0000927,14
GO:0000928,14
GO:0034678,10
GO:0034668,10
GO:0034674,10
GO:0034687,10
GO:0034686,10
GO:0034683,10
GO:0034691,10
GO:0034680,10
GO:0034688,10
GO:0034677,10
GO:0034690,10
GO:0034681,10
GO:0034666,10
GO:0034682,10
GO:0034685,10
GO:0034679,10
GO:0034684,10
GO:0034689,10
GO:0034665,10
GO:0070442,10
GO:0034667,10
GO:0034676,10
GO:0034675,10
GO:0034669,10
GO:0036407,8
GO:0044096,6
GO:0009329,9
GO:0032282,11
GO:0032284,12
GO:0009517,15
GO:0009518,15
GO:0042648,13
GO:0009523,10
GO:0009522,10
GO:0043253,12
GO:0030075,8
GO:0031976,10
GO:0070116,13
GO:0031232,8
GO:0098591,9
GO:0031233,8
GO:0098567,8
GO:0098592,9
GO:0031235,8
GO:0061465,10
GO:0031313,13
GO:0010009,13
GO:0055038,13
GO:0036020,13
GO:0031901,13
GO:0031902,13
GO:0070263,9
GO:0030659,10
GO:0097488,14
GO:0099573,7
GO:0016014,9
GO:0016011,9
GO:0016013,9
GO:0089717,6
GO:0005887,8
GO:0097634,11
GO:0045203,9
GO:0031361,11
GO:0070387,13
GO:0070386,13
GO:0070388,13
GO:0097408,7
GO:0097419,7
GO:0070088,8
GO:0097412,7
GO:0042405,10
GO:0097417,7
GO:0097420,7
GO:0016235,7
GO:0097407,7
GO:0097409,7
GO:1990011,7
GO:0120001,9
GO:0031483,12
GO:0031486,12
GO:0031474,12
GO:0042385,12
GO:0031485,12
GO:0031482,12
GO:0031476,12
GO:0031488,12
GO:0031481,12
GO:0031475,12
GO:0031487,12
GO:0031480,12
GO:0031484,12
GO:0031479,12
GO:0031478,12
GO:0031477,12
GO:0045160,12
GO:1990220,11
GO:0033176,6
GO:1990490,6
GO:0016474,7
GO:0016473,7
GO:0016613,7
GO:0016612,7
GO:0016611,7
GO:0019020,6
GO:0019018,6
GO:0019019,6
GO:0019024,6
GO:0019023,6
GO:0039622,6
GO:0039628,6
GO:0039620,6
GO:0039627,6
GO:0039619,6
GO:0039629,6
GO:0039615,6
GO:0039621,6
GO:0039617,6
GO:0039616,6
GO:0039623,6
GO:0039618,6
GO:0071740,10
GO:0071747,10
GO:0071755,10
GO:0071737,10
GO:0071744,10
GO:0009528,12
GO:0005637,12
GO:0005743,12
GO:0016342,8
GO:0016027,10
GO:0034494,9
GO:0020018,12
GO:1990072,12
GO:1990071,12
GO:0005865,11
GO:0031258,11
GO:1990761,15
GO:0005947,12
GO:0045244,12
GO:0005962,12
GO:0030079,11
GO:0030078,11
GO:0030114,8
GO:0042603,8
GO:0030120,12
GO:0030118,9
GO:0030123,10
GO:0044599,10
GO:0030131,10
GO:0030124,10
GO:0030122,15
GO:0030143,11
GO:0060200,12
GO:0098566,11
GO:0060199,12
GO:0030140,11
GO:0030142,11
GO:0070382,11
GO:0070081,12
GO:0042582,12
GO:0042827,11
GO:0070820,11
GO:0033093,11
GO:0031091,11
GO:0034774,11
GO:0042599,11
GO:0042583,11
GO:0098594,11
GO:0036000,11
GO:0101002,11
GO:0032593,11
GO:0031045,11
GO:0060473,11
GO:0042588,11
GO:0042581,11
GO:0005858,14
GO:0005868,12
GO:0009276,8
GO:1990454,11
GO:0044294,14
GO:0090723,14
GO:0044295,14
GO:0005683,11
GO:0097525,11
GO:0012510,13
GO:0060203,13
GO:0012508,13
GO:0012507,12
GO:0060201,13
GO:0070083,13
GO:0098539,12
GO:0099501,12
GO:0012509,13
GO:0030663,12
GO:0030665,12
GO:0043661,12
GO:0030670,12
GO:0030669,13
GO:0031092,12
GO:0031088,12
GO:0035577,13
GO:0042589,12
GO:0101003,12
GO:0097232,12
GO:0035579,12
GO:0032127,12
GO:0042584,12
GO:0070821,12
GO:0030681,7
GO:0030680,7
GO:0030685,13
GO:0030688,5
GO:0030687,5
GO:0098555,14
GO:0098556,14
GO:0098558,14
GO:0098557,14
GO:0031379,7
GO:0000428,7
GO:0043601,18
GO:1902502,15
GO:0031009,10
GO:0005590,9
GO:1990327,10
GO:1990322,10
GO:0005600,10
GO:0045271,6
GO:0009342,7
GO:0031027,7
GO:0036391,13
GO:0097654,9
GO:0070554,9
GO:0070766,9
GO:0070065,9
GO:0070046,9
GO:0070768,9
GO:0070033,9
GO:0070355,9
GO:0070066,9
GO:0070049,9
GO:0070047,9
GO:0070048,9
GO:0070045,9
GO:0070032,9
GO:0070356,9
GO:0070044,9
GO:0070067,9
GO:0070068,9
GO:0017059,14
GO:0036405,9
GO:0099036,15
GO:0046658,8
GO:1990873,9
GO:0030176,14
GO:1990694,17
GO:0030173,14
GO:1990695,17
GO:1990693,17
GO:0005639,14
GO:0031246,9
GO:0031243,9
GO:0036418,9
GO:0005779,13
GO:0031242,9
GO:0098568,9
GO:0031245,9
GO:0036420,9
